Distance (cm),Pressure (atm),Density (g/cm3),G_factor (g/cm3-s),F_factor (g/cm2-sec),Temperature (K),Radial_velocity (1/s),Axial_velocity (cm/sec),Pressure_gradient (g/cm3-s2),Mole_fraction_H2 (),Mole_fraction_H (),Mole_fraction_O (),Mole_fraction_O2 (),Mole_fraction_OH (),Mole_fraction_H2O (),Mole_fraction_HO2 (),Mole_fraction_H2O2 (),Mole_fraction_C (),Mole_fraction_CH (),Mole_fraction_CH2 (),Mole_fraction_CH2(S) (),Mole_fraction_CH3 (),Mole_fraction_CH4 (),Mole_fraction_CO (),Mole_fraction_CO2 (),Mole_fraction_HCO (),Mole_fraction_CH2O (),Mole_fraction_CH2OH (),Mole_fraction_CH3O (),Mole_fraction_CH3OH (),Mole_fraction_C2H (),Mole_fraction_C2H2 (),Mole_fraction_C2H3 (),Mole_fraction_C2H4 (),Mole_fraction_C2H5 (),Mole_fraction_C2H6 (),Mole_fraction_HCCO (),Mole_fraction_CH2CO (),Mole_fraction_HCCOH (),Mole_fraction_N (),Mole_fraction_NH (),Mole_fraction_NH2 (),Mole_fraction_NH3 (),Mole_fraction_NO (),Mole_fraction_NO2 (),Mole_fraction_N2O (),Mole_fraction_HNO (),Mole_fraction_HCN (),Mole_fraction_HCNO (),Mole_fraction_HNCO (),Mole_fraction_NCO (),Mole_fraction_N2 (),Mole_fraction_C3H7 (),Mole_fraction_C3H8 (),Mole_fraction_CH2CHO (),Mole_fraction_CH3CHO (),Molecular_weight (g/mole),Mass_density (g/cm3),Specific_heat_Cp (erg/g-K),Mixture_enthalpy (erg/g),Normal_strain_rate (1/sec),Shear_strain_rate (1/cm-sec),Mixture_viscosity (g/cm-sec),Mixture_thermal_conductivity (erg/cm-K-sec),Mixture_binary_diffusion_coefficients_H2 (cm2/sec),Mixture_binary_diffusion_coefficients_H (cm2/sec),Mixture_binary_diffusion_coefficients_O (cm2/sec),Mixture_binary_diffusion_coefficients_O2 (cm2/sec),Mixture_binary_diffusion_coefficients_OH (cm2/sec),Mixture_binary_diffusion_coefficients_H2O (cm2/sec),Mixture_binary_diffusion_coefficients_HO2 (cm2/sec),Mixture_binary_diffusion_coefficients_H2O2 (cm2/sec),Mixture_binary_diffusion_coefficients_C (cm2/sec),Mixture_binary_diffusion_coefficients_CH (cm2/sec),Mixture_binary_diffusion_coefficients_CH2 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2(S) (cm2/sec),Mixture_binary_diffusion_coefficients_CH3 (cm2/sec),Mixture_binary_diffusion_coefficients_CH4 (cm2/sec),Mixture_binary_diffusion_coefficients_CO (cm2/sec),Mixture_binary_diffusion_coefficients_CO2 (cm2/sec),Mixture_binary_diffusion_coefficients_HCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2O (cm2/sec),Mixture_binary_diffusion_coefficients_CH2OH (cm2/sec),Mixture_binary_diffusion_coefficients_CH3O (cm2/sec),Mixture_binary_diffusion_coefficients_CH3OH (cm2/sec),Mixture_binary_diffusion_coefficients_C2H (cm2/sec),Mixture_binary_diffusion_coefficients_C2H2 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H3 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H4 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H5 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H6 (cm2/sec),Mixture_binary_diffusion_coefficients_HCCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CO (cm2/sec),Mixture_binary_diffusion_coefficients_HCCOH (cm2/sec),Mixture_binary_diffusion_coefficients_N (cm2/sec),Mixture_binary_diffusion_coefficients_NH (cm2/sec),Mixture_binary_diffusion_coefficients_NH2 (cm2/sec),Mixture_binary_diffusion_coefficients_NH3 (cm2/sec),Mixture_binary_diffusion_coefficients_NNH (cm2/sec),Mixture_binary_diffusion_coefficients_NO (cm2/sec),Mixture_binary_diffusion_coefficients_NO2 (cm2/sec),Mixture_binary_diffusion_coefficients_N2O (cm2/sec),Mixture_binary_diffusion_coefficients_HNO (cm2/sec),Mixture_binary_diffusion_coefficients_CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCN (cm2/sec),Mixture_binary_diffusion_coefficients_H2CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNO (cm2/sec),Mixture_binary_diffusion_coefficients_HOCN (cm2/sec),Mixture_binary_diffusion_coefficients_HNCO (cm2/sec),Mixture_binary_diffusion_coefficients_NCO (cm2/sec),Mixture_binary_diffusion_coefficients_N2 (cm2/sec),Mixture_binary_diffusion_coefficients_AR (cm2/sec),Mixture_binary_diffusion_coefficients_C3H7 (cm2/sec),Mixture_binary_diffusion_coefficients_C3H8 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CHO (cm2/sec),Mixture_binary_diffusion_coefficients_CH3CHO (cm2/sec),Net_rxn_rate_GasRxn#1 (mole/cm3-sec),Forward_rxn_rate_GasRxn#1 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#1 (mole/cm3-sec),Net_rxn_rate_GasRxn#2 (mole/cm3-sec),Forward_rxn_rate_GasRxn#2 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#2 (mole/cm3-sec),Net_rxn_rate_GasRxn#3 (mole/cm3-sec),Forward_rxn_rate_GasRxn#3 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#3 (mole/cm3-sec),Net_rxn_rate_GasRxn#4 (mole/cm3-sec),Forward_rxn_rate_GasRxn#4 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#4 (mole/cm3-sec)
2.472656,0.9999997,0.001076484,-0.02709154,0.02162118,311.4092,25.16669,40.17,-1.179859,0.004592912,7.494449E-12,2.778823E-9,0.1885423,2.702793E-8,0.001583935,2.979051E-6,1.436752E-6,3.059925E-33,1.064378E-23,1.253654E-13,6.724589E-15,1.329894E-7,0.09375267,2.282325E-4,3.223428E-5,7.215785E-13,5.712949E-6,1.757382E-14,1.346785E-7,9.479053E-7,2.877188E-25,1.390782E-7,2.098278E-16,1.103496E-6,1.171556E-10,2.288978E-6,2.486463E-15,4.383652E-8,2.396387E-11,1.182436E-13,8.380666E-14,4.632621E-10,5.946317E-10,1.387517E-8,1.808822E-8,5.393668E-11,4.282274E-11,3.210246E-9,6.16897E-11,6.131231E-10,1.499373E-12,0.7112527,1.890377E-12,6.82576E-9,8.237245E-14,2.218654E-8,27.50788,0.001076484,1.084843E7,-2.55192E9,245.4239,13.57069,1.854638E-4,2840.147,0.8545229,1.32362,0.3520055,0.2181843,0.3452722,0.2447922,0.2245665,0.223059,0.3328322,0.3769207,0.2486494,0.2486494,0.2430685,0.2521777,0.2240347,0.1707191,0.1703406,0.1689496,0.1676719,0.167672,0.1659357,0.182117,0.1802704,0.1785445,0.1737103,0.1611965,0.1598836,0.2733262,0.1457177,0.1457177,0.3157413,0.3710074,0.3632296,0.2381345,0.2222635,0.2222765,0.1883877,0.1692045,0.2229242,0.2234944,0.1665003,0.1649901,0.2733224,0.169946,0.169946,0.169946,0.1707351,0.2213655,0.2159966,0.1241818,0.1236303,0.1450429,0.144396,2.003086E-16,2.003086E-16,1.624007E-77,2.217221E-18,2.217221E-18,3.213058E-73,1.650228E-13,1.650228E-13,2.74032E-20,2.535535E-10,2.535535E-10,9.113501E-42
2.473145,0.9999997,0.001072626,-0.02700157,0.02160797,312.4902,25.17332,40.28983,-1.179859,0.004700491,8.980906E-12,2.974834E-9,0.188464,3.012151E-8,0.001711393,3.245294E-6,1.559144E-6,5.210423E-33,1.516635E-23,1.499717E-13,8.075297E-15,1.430137E-7,0.09367824,2.482978E-4,3.594695E-5,8.958813E-13,6.36657E-6,2.185111E-14,1.561839E-7,1.060106E-6,3.89058E-25,1.542533E-7,2.656873E-16,1.228407E-6,1.402164E-10,2.570196E-6,3.155347E-15,4.974699E-8,2.719486E-11,1.265531E-13,1.000717E-13,4.884984E-10,6.438044E-10,1.515567E-8,1.991702E-8,6.020438E-11,4.658849E-11,3.589262E-9,6.88274E-11,6.840632E-10,1.672336E-12,0.711145,2.225495E-12,7.90981E-9,1.002531E-13,2.520688E-8,27.50445,0.001072626,1.085242E7,-2.551077E9,267.4812,13.7565,1.859345E-4,2849.176,0.8597063,1.33218,0.3541775,0.2195448,0.3474023,0.2465043,0.2259674,0.2244507,0.3348745,0.379248,0.2502217,0.2502217,0.2446052,0.2537579,0.2254248,0.1718303,0.1714967,0.1700963,0.1688018,0.1688018,0.1670596,0.1832909,0.1814325,0.1796956,0.174849,0.1622468,0.1609255,0.2750615,0.1466992,0.1466992,0.3176781,0.373298,0.3654674,0.2397562,0.2236259,0.2236556,0.1896022,0.1703036,0.2243203,0.2248666,0.1676396,0.1661191,0.2750577,0.1710497,0.1710497,0.1710497,0.1718438,0.2227252,0.21736,0.124995,0.12444,0.1460199,0.1453687,2.267942E-16,2.267942E-16,3.121748E-77,2.806986E-18,2.806986E-18,6.259829E-73,1.876942E-13,1.876942E-13,3.757994E-20,2.936553E-10,2.936553E-10,1.356959E-41
2.473633,0.9999997,0.001068509,-0.02690511,0.02159481,313.6539,25.18004,40.42044,-1.179859,0.004810247,1.077915E-11,3.187377E-9,0.1883804,3.35457E-8,0.001848539,3.534858E-6,1.691116E-6,8.897496E-33,2.164193E-23,1.793385E-13,9.696027E-15,1.538612E-7,0.09359888,2.700547E-4,4.007217E-5,1.110996E-12,7.091599E-6,2.713546E-14,1.810213E-7,1.185088E-6,5.288126E-25,1.710241E-7,3.365422E-16,1.366943E-6,1.677219E-10,2.884806E-6,4.002632E-15,5.642839E-8,3.084725E-11,1.354526E-13,1.195028E-13,5.150245E-10,6.968339E-10,1.655431E-8,2.19186E-8,6.717503E-11,5.067109E-11,4.011338E-9,7.676207E-11,7.629242E-10,1.86458E-12,0.7110334,2.621719E-12,9.161388E-9,1.222578E-13,2.86253E-8,27.50091,0.001068509,1.085667E7,-2.550192E9,291.0466,13.95237,1.864404E-4,2858.842,0.8652961,1.341417,0.3565205,0.2210125,0.3497,0.2483524,0.2274787,0.2259519,0.3370775,0.3817585,0.2519179,0.2519179,0.2462631,0.2554627,0.2269243,0.1730293,0.1727443,0.1713339,0.1700211,0.1700211,0.1682725,0.1845574,0.1826863,0.1809374,0.1760776,0.1633799,0.1620496,0.2769335,0.1477583,0.1477583,0.3197674,0.3757688,0.3678813,0.2415062,0.2250954,0.2251433,0.1909124,0.1714893,0.2258263,0.2263466,0.168869,0.1673375,0.2769296,0.1722405,0.1722405,0.1722405,0.17304,0.2241924,0.2188306,0.1258724,0.1253136,0.1470742,0.1464183,2.569904E-16,2.569904E-16,6.276813E-77,3.558814E-18,3.558814E-18,1.266463E-72,2.141997E-13,2.141998E-13,5.167592E-20,3.401715E-10,3.401715E-10,2.05966E-41
2.474121,0.9999997,0.001064119,-0.02680181,0.0215817,314.9061,25.18685,40.56255,-1.179859,0.004922195,1.295939E-11,3.418199E-9,0.1882911,3.733425E-8,0.001996028,3.849719E-6,1.833286E-6,1.524208E-32,3.093442E-23,2.143969E-13,1.164194E-14,1.65619E-7,0.09351429,2.936348E-4,4.465304E-5,1.376178E-12,7.89524E-6,3.365581E-14,2.096844E-7,1.324217E-6,7.227346E-25,1.895478E-7,4.264911E-16,1.5205E-6,2.005091E-10,3.236555E-6,5.075527E-15,6.397604E-8,3.497316E-11,1.449854E-13,1.427132E-13,5.428967E-10,7.539916E-10,1.808205E-8,2.410721E-8,7.492287E-11,5.509506E-11,4.481057E-9,8.557749E-11,8.505388E-10,2.078133E-12,0.7109177,3.090609E-12,1.060534E-8,1.494108E-13,3.249163E-8,27.49727,0.001064119,1.08612E7,-2.549264E9,316.2012,14.15857,1.86984E-4,2869.189,0.8713227,1.351382,0.3590471,0.2225954,0.3521779,0.2503467,0.2291084,0.2275709,0.3394532,0.3844658,0.2537473,0.2537473,0.2480511,0.2573012,0.2285414,0.1743224,0.1740903,0.1726691,0.1713364,0.1713364,0.169581,0.1859235,0.1840386,0.1822769,0.1774028,0.1646022,0.1632621,0.2789523,0.1489009,0.1489009,0.3220203,0.3784333,0.3704844,0.2433943,0.22668,0.2267475,0.1923256,0.1727683,0.2274503,0.2279427,0.1701956,0.168652,0.2789485,0.1735249,0.1735249,0.1735249,0.1743302,0.225775,0.2204167,0.1268188,0.1262559,0.1482115,0.1475507,2.914609E-16,2.914609E-16,1.323208E-76,4.519121E-18,4.519121E-18,2.666189E-72,2.453182E-13,2.453183E-13,7.126969E-20,3.941468E-10,3.941468E-10,3.190317E-41
2.474609,0.9999997,0.001059443,-0.02669135,0.02156864,316.2528,25.19376,40.71695,-1.179859,0.005036349,1.560897E-11,3.669271E-9,0.1881956,4.152448E-8,0.002154546,4.192006E-6,1.98629E-6,2.620366E-32,4.43025E-23,2.562696E-13,1.398013E-14,1.783864E-7,0.09342412,3.191785E-4,4.973672E-5,1.702716E-12,8.785323E-6,4.169142E-14,2.427342E-7,1.478986E-6,9.935658E-25,2.099954E-7,5.407857E-16,1.690598E-6,2.395686E-10,3.62957E-6,6.433689E-15,7.249603E-8,3.963057E-11,1.55198E-13,1.704334E-13,5.721721E-10,8.15564E-10,1.975087E-8,2.649791E-8,8.352915E-11,5.988648E-11,5.003431E-9,9.536532E-11,9.478178E-10,2.315217E-12,0.7107978,3.646005E-12,1.226995E-8,1.830134E-13,3.686139E-8,27.4935,0.001059443,1.086603E7,-2.548291E9,343.0269,14.37534,1.875675E-4,2880.26,0.8778184,1.362128,0.361771,0.224302,0.3548492,0.2524983,0.2308655,0.2293163,0.3420144,0.3873846,0.2557197,0.2557197,0.2499789,0.2592833,0.2302847,0.1757169,0.1755421,0.1741092,0.1727551,0.1727551,0.1709923,0.1873964,0.1854967,0.1837211,0.1788319,0.1659203,0.1645695,0.281129,0.1501332,0.1501332,0.3244492,0.3813059,0.3732907,0.245431,0.2283882,0.2284771,0.1938493,0.1741473,0.2292013,0.2296633,0.1716264,0.17007,0.2811251,0.1749099,0.1749099,0.1749099,0.1757214,0.2274818,0.2221267,0.1278393,0.1272721,0.1494382,0.148772,3.308629E-16,3.308629E-16,2.931483E-76,5.748306E-18,5.748306E-18,5.852566E-72,2.820114E-13,2.820115E-13,9.860963E-20,4.568007E-10,4.568007E-10,5.048344E-41
2.475098,0.9999997,0.001054466,-0.02657338,0.02155563,317.7004,25.20078,40.88444,-1.179859,0.005152718,1.8837E-11,3.942818E-9,0.1880936,4.615782E-8,0.002324811,4.564019E-6,2.15078E-6,4.522634E-32,6.358741E-23,3.06313E-13,1.679241E-14,1.92277E-7,0.09332804,3.468349E-4,5.537466E-5,2.104378E-12,9.770335E-6,5.158268E-14,2.808081E-7,1.651026E-6,1.374384E-24,2.325528E-7,6.861678E-16,1.878895E-6,2.860727E-10,4.06839E-6,8.152498E-15,8.21062E-8,4.488388E-11,1.661411E-13,2.035318E-13,6.029093E-10,8.818521E-10,2.157388E-8,2.910656E-8,9.308267E-11,6.50731E-11,5.583937E-9,1.062256E-10,1.055756E-9,2.57826E-12,0.7106736,4.304501E-12,1.418739E-8,2.247261E-13,4.179639E-8,27.48961,0.001054466,1.087118E7,-2.547272E9,371.6068,14.60288,1.881936E-4,2892.105,0.8848175,1.373714,0.3647068,0.2261415,0.3577282,0.254819,0.2327591,0.2311974,0.3447747,0.3905303,0.2578458,0.2578458,0.2520568,0.2614198,0.2321636,0.1772201,0.1771076,0.175662,0.1742847,0.1742847,0.172514,0.1889842,0.1870685,0.185278,0.1803726,0.1673411,0.165979,0.2834752,0.1514619,0.1514619,0.327067,0.3844019,0.3763153,0.2476271,0.2302292,0.2303411,0.1954918,0.175634,0.2310884,0.2315177,0.1731694,0.1715991,0.2834713,0.1764028,0.1764028,0.1764028,0.1772212,0.2293217,0.2239698,0.1289395,0.1283676,0.1507609,0.1500888,3.759652E-16,3.759652E-16,6.841279E-76,7.325207E-18,7.325207E-18,1.342296E-71,3.254718E-13,3.254719E-13,1.369147E-19,5.295568E-10,5.295568E-10,8.169742E-41
2.475586,0.9999997,0.001049177,-0.02644756,0.02154269,319.2555,25.20791,41.06589,-1.179859,0.005271309,2.278027E-11,4.241359E-9,0.1879845,5.128029E-8,0.002507573,4.968234E-6,2.32742E-6,7.839969E-32,9.149434E-23,3.661707E-13,2.017885E-14,2.074211E-7,0.09322567,3.767624E-4,6.162294E-5,2.59794E-12,1.085946E-5,6.374417E-14,3.246277E-7,1.842115E-6,1.913671E-24,2.57421E-7,8.713093E-16,2.087191E-6,3.414077E-10,4.557998E-6,1.032723E-14,9.293722E-8,5.080452E-11,1.778691E-13,2.430412E-13,6.351679E-10,9.531716E-10,2.35654E-8,3.194978E-8,1.036803E-10,7.06843E-11,6.22854E-9,1.182676E-10,1.175438E-9,2.869911E-12,0.7105449,5.086019E-12,1.639418E-8,2.766779E-13,4.736528E-8,27.4856,0.001049177,1.087667E7,-2.546203E9,402.0236,14.84135,1.888648E-4,2904.771,0.8923567,1.386201,0.3678697,0.2281235,0.3608301,0.2573213,0.2347994,0.2332242,0.3477486,0.3939196,0.2601367,0.2601367,0.2542958,0.2637217,0.2341879,0.17884,0.1787951,0.1773359,0.1759335,0.1759335,0.1741544,0.1906952,0.1887623,0.1869557,0.1820329,0.1688723,0.167498,0.2860033,0.1528941,0.1528941,0.3298872,0.3877375,0.3795739,0.2499946,0.2322126,0.2323494,0.1972618,0.177236,0.2331217,0.2335155,0.1748328,0.1732475,0.2859993,0.1780117,0.1780117,0.1780117,0.1788373,0.2313045,0.2259557,0.1301251,0.1295481,0.1521866,0.1515082,4.276687E-16,4.276687E-16,1.685731E-75,9.353086E-18,9.353086E-18,3.223143E-71,3.771848E-13,3.771849E-13,1.90819E-19,6.140788E-10,6.140788E-10,1.353559E-40
2.476074,0.9999997,0.001043561,-0.02631356,0.02152981,320.9252,25.21516,41.26219,-1.179859,0.005392128,2.761092E-11,4.567749E-9,0.1878679,5.694316E-8,0.002703614,5.407315E-6,2.516884E-6,1.365599E-31,1.320165E-22,4.378402E-13,2.42622E-14,2.239678E-7,0.09311664,4.091289E-4,6.854256E-5,3.203832E-12,1.20626E-5,7.868053E-14,3.750089E-7,2.054189E-6,2.683038E-24,2.848176E-7,1.107389E-15,2.31744E-6,4.072129E-10,5.103853E-6,1.307833E-14,1.051337E-7,5.747152E-11,1.904414E-13,2.901876E-13,6.690083E-10,1.029853E-9,2.57411E-8,3.504494E-8,1.154275E-10,7.675121E-11,6.943734E-9,1.3161E-10,1.308045E-9,3.193056E-12,0.7104114,6.014505E-12,1.89317E-8,3.416129E-13,5.364415E-8,27.48146,0.001043561,1.088252E7,-2.545082E9,434.36,15.09088,1.895839E-4,2918.313,0.9004748,1.399655,0.3712763,0.2302584,0.3641708,0.2600186,0.2369969,0.2354071,0.3509516,0.3975699,0.2626043,0.2626043,0.2567076,0.2662011,0.2363682,0.1805851,0.1806137,0.1791398,0.1777101,0.1777102,0.1759221,0.1925384,0.1905869,0.188763,0.1838218,0.1705219,0.1691343,0.2887263,0.1544374,0.1544374,0.3329246,0.39133,0.3830835,0.2525459,0.2343487,0.2345124,0.1991684,0.1789619,0.2353118,0.235667,0.1766254,0.1750239,0.2887223,0.1797449,0.1797449,0.1797449,0.1805784,0.2334405,0.2280947,0.1314025,0.13082,0.1537228,0.1530378,4.87031E-16,4.87031E-16,4.39573E-75,1.196767E-17,1.196767E-17,8.119085E-71,4.390085E-13,4.390087E-13,2.670316E-19,7.123118E-10,7.123118E-10,2.298331E-40
2.476563,0.9999997,0.001037607,-0.02617106,0.021517,322.7166,25.22253,41.47428,-1.179859,0.005515173,3.35465E-11,4.925228E-9,0.1877432,6.320367E-8,0.002913745,5.884125E-6,2.719849E-6,2.391233E-31,1.910778E-22,5.237551E-13,2.91935E-14,2.42089E-7,0.09300056,4.441121E-4,7.619972E-5,3.94693E-12,1.339044E-5,9.700573E-14,4.328716E-7,2.289351E-6,3.789118E-24,3.149775E-7,1.408847E-15,2.571759E-6,4.854252E-10,5.711926E-6,1.655809E-14,1.188555E-7,6.497221E-11,2.03922E-13,3.464254E-13,7.044919E-10,1.112242E-9,2.811812E-8,3.841003E-8,1.284388E-10,8.330672E-11,7.736565E-9,1.46382E-10,1.454859E-9,3.550835E-12,0.7102731,7.11878E-12,2.184677E-8,4.230885E-13,6.071724E-8,27.47718,0.001037607,1.088877E7,-2.543908E9,468.6976,15.35153,1.903537E-4,2932.783,0.9092131,1.414144,0.3749438,0.2325571,0.3677675,0.2629253,0.2393629,0.2377574,0.3543999,0.4014999,0.2652614,0.2652614,0.2593045,0.2688706,0.2387155,0.1824644,0.1825727,0.1810831,0.1796239,0.179624,0.1778264,0.1945233,0.1925517,0.1907092,0.1857483,0.1722985,0.1708966,0.2916584,0.1560999,0.1560998,0.3361947,0.3951978,0.386862,0.2552945,0.2366483,0.2368412,0.2012215,0.1808205,0.2376697,0.2379834,0.1785567,0.1769378,0.2916544,0.1816115,0.1816115,0.1816115,0.1824533,0.2357407,0.2303979,0.1327782,0.1321898,0.1553777,0.1546854,5.552966E-16,5.552966E-16,1.215698E-74,1.534804E-17,1.534804E-17,2.149683E-70,5.132778E-13,5.132782E-13,3.753249E-19,8.265314E-10,8.265314E-10,4.003689E-40
2.477051,0.9999997,0.001031301,-0.02601976,0.02150425,324.6375,25.23002,41.70314,-1.179859,0.005640443,4.08631E-11,5.31748E-9,0.1876099,7.012584E-8,0.003138806,6.401739E-6,2.93699E-6,4.211385E-31,2.77514E-22,6.268896E-13,3.515917E-14,2.619818E-7,0.09287701,4.818993E-4,8.466616E-5,4.857505E-12,1.485442E-5,1.194664E-13,4.9925E-7,2.549875E-6,5.391987E-24,3.481538E-7,1.794382E-15,2.852434E-6,5.783333E-10,6.388735E-6,2.095916E-14,1.342786E-7,7.340281E-11,2.18381E-13,4.134772E-13,7.416802E-10,1.200698E-9,3.071519E-8,4.206362E-8,1.428388E-10,9.038548E-11,8.614665E-9,1.627233E-10,1.617271E-9,3.946656E-12,0.7101298,8.433575E-12,2.519223E-8,5.257453E-13,6.867758E-8,27.47277,0.001031301,1.089544E7,-2.542676E9,505.1158,15.62333,1.911771E-4,2948.24,0.9186153,1.429743,0.3788909,0.2350312,0.3716383,0.2660564,0.2419093,0.2402868,0.3581109,0.4057295,0.2681213,0.2681213,0.2620996,0.2717437,0.2412418,0.1844875,0.1846824,0.1831758,0.1816847,0.1816848,0.179877,0.1966599,0.1946668,0.1928041,0.1878224,0.1742109,0.1727938,0.2948143,0.15789,0.15789,0.339714,0.3993603,0.3909284,0.2582545,0.2391231,0.2393474,0.2034316,0.1828212,0.2402075,0.2404762,0.1806366,0.178999,0.2948102,0.1836208,0.1836208,0.1836208,0.1844717,0.2382166,0.2328768,0.1342592,0.1336644,0.1571597,0.1564595,6.339331E-16,6.339331E-16,3.573476E-74,1.97314E-17,1.97314E-17,5.993638E-70,6.029397E-13,6.029402E-13,5.300222E-19,9.594014E-10,9.594014E-10,7.16224E-40
2.477539,0.9999997,0.001024634,-0.02585936,0.02149159,326.6957,25.23765,41.94978,-1.179859,0.00576793,4.991272E-11,5.748702E-9,0.1874675,7.778145E-8,0.003379664,6.963454E-6,3.168972E-6,7.463773E-31,4.045781E-22,7.508893E-13,4.239E-14,2.838739E-7,0.09274556,5.226882E-4,9.401944E-5,5.972397E-12,1.646682E-5,1.469705E-13,5.753045E-7,2.838224E-6,7.733943E-24,3.846186E-7,2.288257E-15,3.16193E-6,6.886404E-10,7.14138E-6,2.652531E-14,1.515968E-7,8.286917E-11,2.338943E-13,4.933816E-13,7.806357E-10,1.295593E-9,3.355278E-8,4.602474E-8,1.587618E-10,9.802396E-11,9.586283E-9,1.807853E-10,1.796784E-9,4.38421E-12,0.7099812,1.000079E-11,2.90276E-8,6.556811E-13,7.762767E-8,27.46821,0.001024634,1.090256E7,-2.541384E9,543.6917,15.90623,1.92057E-4,2964.742,0.9287277,1.44653,0.3831369,0.237693,0.3758023,0.2694282,0.2446486,0.243008,0.3621031,0.4102795,0.2711983,0.2711983,0.265107,0.2748347,0.2439595,0.1866646,0.1869534,0.1854285,0.183903,0.183903,0.1820845,0.1989589,0.1969427,0.1950584,0.1900544,0.176269,0.1748353,0.2982099,0.1598169,0.1598169,0.3434997,0.4038382,0.3953029,0.261441,0.2417852,0.2420436,0.2058097,0.1849742,0.2429378,0.2431577,0.1828758,0.1812179,0.2982057,0.1857829,0.1857829,0.1857829,0.1866437,0.2408807,0.2355438,0.1358529,0.1352514,0.1590778,0.1583692,7.246747E-16,7.246747E-16,1.118641E-73,2.543327E-17,2.543327E-17,1.762868E-69,7.117307E-13,7.117314E-13,7.522552E-19,1.114042E-9,1.114042E-9,1.316993E-39
2.478027,0.9999997,0.001017594,-0.0256896,0.021479,328.8995,25.24542,42.21525,-1.179859,0.005897623,6.114626E-11,6.223679E-9,0.1873153,8.625111E-8,0.003637212,7.572799E-6,3.416447E-6,1.331864E-30,5.922696E-22,9.00235E-13,5.11726E-14,3.080271E-7,0.09260577,5.666863E-4,1.043432E-4,7.336422E-12,1.824072E-5,1.806217E-13,6.623321E-7,3.15705E-6,1.118483E-23,4.246639E-7,2.922037E-15,3.5029E-6,8.195388E-10,7.977576E-6,3.356514E-14,1.710225E-7,9.348744E-11,2.505453E-13,5.885467E-13,8.214204E-10,1.397315E-9,3.665327E-8,5.031274E-8,1.763534E-10,1.062604E-10,1.066031E-8,2.007316E-10,1.995024E-9,4.867491E-12,0.7098273,1.187105E-11,3.341982E-8,8.209722E-13,8.768027E-8,27.46351,0.001017594,1.091015E7,-2.540029E9,584.4988,16.20014,1.929966E-4,2982.35,0.9395993,1.464587,0.3877027,0.2405556,0.3802799,0.2730577,0.2475944,0.2459343,0.3663957,0.4151722,0.2745075,0.2745075,0.2683412,0.2781586,0.2468819,0.1890063,0.1893972,0.1878525,0.1862897,0.1862897,0.1844597,0.2014317,0.1993906,0.197483,0.1924555,0.1784827,0.1770314,0.3018616,0.1618902,0.1618902,0.3475704,0.4086533,0.4000067,0.26487,0.2446476,0.2449428,0.2083675,0.18729,0.2458738,0.246041,0.1852854,0.1836058,0.3018574,0.1881086,0.1881086,0.1881086,0.1889799,0.2437458,0.2384119,0.1375673,0.1369584,0.1611416,0.160424,8.295754E-16,8.295754E-16,3.736137E-73,3.287529E-17,3.287529E-17,5.478613E-69,8.444089E-13,8.4441E-13,1.073414E-18,1.29411E-9,1.29411E-9,2.491384E-39
