Distance (cm),Pressure (atm),Density (g/cm3),G_factor (g/cm3-s),F_factor (g/cm2-sec),Temperature (K),Radial_velocity (1/s),Axial_velocity (cm/sec),Pressure_gradient (g/cm3-s2),Mole_fraction_H2 (),Mole_fraction_H (),Mole_fraction_O (),Mole_fraction_O2 (),Mole_fraction_OH (),Mole_fraction_H2O (),Mole_fraction_HO2 (),Mole_fraction_H2O2 (),Mole_fraction_C (),Mole_fraction_CH (),Mole_fraction_CH2 (),Mole_fraction_CH2(S) (),Mole_fraction_CH3 (),Mole_fraction_CH4 (),Mole_fraction_CO (),Mole_fraction_CO2 (),Mole_fraction_HCO (),Mole_fraction_CH2O (),Mole_fraction_CH2OH (),Mole_fraction_CH3O (),Mole_fraction_CH3OH (),Mole_fraction_C2H (),Mole_fraction_C2H2 (),Mole_fraction_C2H3 (),Mole_fraction_C2H4 (),Mole_fraction_C2H5 (),Mole_fraction_C2H6 (),Mole_fraction_HCCO (),Mole_fraction_CH2CO (),Mole_fraction_HCCOH (),Mole_fraction_N (),Mole_fraction_NH (),Mole_fraction_NH2 (),Mole_fraction_NH3 (),Mole_fraction_NO (),Mole_fraction_NO2 (),Mole_fraction_N2O (),Mole_fraction_HNO (),Mole_fraction_HCN (),Mole_fraction_HCNO (),Mole_fraction_HNCO (),Mole_fraction_NCO (),Mole_fraction_N2 (),Mole_fraction_C3H7 (),Mole_fraction_C3H8 (),Mole_fraction_CH2CHO (),Mole_fraction_CH3CHO (),Molecular_weight (g/mole),Mass_density (g/cm3),Specific_heat_Cp (erg/g-K),Mixture_enthalpy (erg/g),Normal_strain_rate (1/sec),Shear_strain_rate (1/cm-sec),Mixture_viscosity (g/cm-sec),Mixture_thermal_conductivity (erg/cm-K-sec),Mixture_binary_diffusion_coefficients_H2 (cm2/sec),Mixture_binary_diffusion_coefficients_H (cm2/sec),Mixture_binary_diffusion_coefficients_O (cm2/sec),Mixture_binary_diffusion_coefficients_O2 (cm2/sec),Mixture_binary_diffusion_coefficients_OH (cm2/sec),Mixture_binary_diffusion_coefficients_H2O (cm2/sec),Mixture_binary_diffusion_coefficients_HO2 (cm2/sec),Mixture_binary_diffusion_coefficients_H2O2 (cm2/sec),Mixture_binary_diffusion_coefficients_C (cm2/sec),Mixture_binary_diffusion_coefficients_CH (cm2/sec),Mixture_binary_diffusion_coefficients_CH2 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2(S) (cm2/sec),Mixture_binary_diffusion_coefficients_CH3 (cm2/sec),Mixture_binary_diffusion_coefficients_CH4 (cm2/sec),Mixture_binary_diffusion_coefficients_CO (cm2/sec),Mixture_binary_diffusion_coefficients_CO2 (cm2/sec),Mixture_binary_diffusion_coefficients_HCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2O (cm2/sec),Mixture_binary_diffusion_coefficients_CH2OH (cm2/sec),Mixture_binary_diffusion_coefficients_CH3O (cm2/sec),Mixture_binary_diffusion_coefficients_CH3OH (cm2/sec),Mixture_binary_diffusion_coefficients_C2H (cm2/sec),Mixture_binary_diffusion_coefficients_C2H2 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H3 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H4 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H5 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H6 (cm2/sec),Mixture_binary_diffusion_coefficients_HCCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CO (cm2/sec),Mixture_binary_diffusion_coefficients_HCCOH (cm2/sec),Mixture_binary_diffusion_coefficients_N (cm2/sec),Mixture_binary_diffusion_coefficients_NH (cm2/sec),Mixture_binary_diffusion_coefficients_NH2 (cm2/sec),Mixture_binary_diffusion_coefficients_NH3 (cm2/sec),Mixture_binary_diffusion_coefficients_NNH (cm2/sec),Mixture_binary_diffusion_coefficients_NO (cm2/sec),Mixture_binary_diffusion_coefficients_NO2 (cm2/sec),Mixture_binary_diffusion_coefficients_N2O (cm2/sec),Mixture_binary_diffusion_coefficients_HNO (cm2/sec),Mixture_binary_diffusion_coefficients_CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCN (cm2/sec),Mixture_binary_diffusion_coefficients_H2CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNO (cm2/sec),Mixture_binary_diffusion_coefficients_HOCN (cm2/sec),Mixture_binary_diffusion_coefficients_HNCO (cm2/sec),Mixture_binary_diffusion_coefficients_NCO (cm2/sec),Mixture_binary_diffusion_coefficients_N2 (cm2/sec),Mixture_binary_diffusion_coefficients_AR (cm2/sec),Mixture_binary_diffusion_coefficients_C3H7 (cm2/sec),Mixture_binary_diffusion_coefficients_C3H8 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CHO (cm2/sec),Mixture_binary_diffusion_coefficients_CH3CHO (cm2/sec),Net_rxn_rate_GasRxn#1 (mole/cm3-sec),Forward_rxn_rate_GasRxn#1 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#1 (mole/cm3-sec),Net_rxn_rate_GasRxn#2 (mole/cm3-sec),Forward_rxn_rate_GasRxn#2 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#2 (mole/cm3-sec),Net_rxn_rate_GasRxn#3 (mole/cm3-sec),Forward_rxn_rate_GasRxn#3 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#3 (mole/cm3-sec),Net_rxn_rate_GasRxn#4 (mole/cm3-sec),Forward_rxn_rate_GasRxn#4 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#4 (mole/cm3-sec)
7.46875,0.9999997,4.371577E-4,-0.01102075,-0.02099596,754.2987,25.21001,-96.05671,-1.179859,0.01352183,2.009176E-5,2.124526E-6,0.1545173,1.535862E-5,0.04893958,1.433079E-4,2.453691E-5,5.039619E-15,9.133619E-12,3.529331E-8,3.107559E-9,8.276659E-5,0.06772483,0.0116983,0.004900496,9.308372E-8,5.950597E-4,4.715074E-9,3.634399E-5,1.204254E-4,1.608383E-13,1.673287E-5,1.597657E-9,1.48673E-4,1.573155E-6,4.507597E-4,2.248257E-9,1.490455E-5,7.876275E-9,2.387076E-11,6.095709E-10,5.770184E-9,2.120591E-8,1.792797E-6,3.258953E-7,8.579767E-9,1.92223E-9,4.888193E-7,9.669874E-9,9.508296E-8,2.807961E-10,0.6970079,4.787055E-8,5.897558E-6,5.066893E-7,7.801646E-6,27.05824,4.371577E-4,1.256243E7,-2.119175E9,4271.634,-30.3734,3.42897E-4,6181.199,3.855778,6.387836,1.619251,1.020191,1.588073,1.314269,1.044143,1.037226,1.522367,1.734727,1.172568,1.172568,1.146097,1.171773,1.036214,0.8303959,0.8743212,0.8673627,0.8518359,0.8518424,0.8494679,0.8769101,0.868079,0.8598289,0.8531612,0.7857665,0.779551,1.295472,0.7405245,0.7405242,1.443867,1.707575,1.669197,1.228195,1.015403,1.028042,0.9071731,0.821957,1.040677,1.022594,0.8639634,0.8561817,1.295454,0.8254581,0.8254581,0.825458,0.829188,1.019801,1.016836,0.6087729,0.6061764,0.7371815,0.7339793,5.492469E-12,5.492469E-12,1.218875E-29,1.596053E-10,1.596053E-10,1.42615E-29,2.57355E-7,2.620187E-7,4.663679E-9,1.589423E-6,1.589423E-6,5.590487E-18
7.469727,0.9999997,4.572438E-4,-0.01151356,-0.02100697,721.735,25.18035,-91.88519,-1.179859,0.0131904,1.444324E-5,1.579867E-6,0.1572562,1.285679E-5,0.04565516,1.394425E-4,2.428864E-5,1.783749E-15,4.496203E-12,2.458676E-8,2.154633E-9,6.549473E-5,0.06964818,0.01072054,0.004398877,6.481077E-8,5.49821E-4,3.077894E-9,3.733068E-5,1.121734E-4,7.066075E-14,1.507177E-5,9.938072E-10,1.343014E-4,1.234224E-6,4.053874E-4,1.470673E-9,1.303354E-5,6.920124E-9,1.850904E-11,4.951005E-10,5.410359E-9,1.970737E-8,1.591516E-6,3.504925E-7,7.691458E-9,1.799286E-9,4.402443E-7,8.656204E-9,8.530478E-8,2.422122E-10,0.6975891,3.85267E-8,5.137451E-6,3.907132E-7,6.86018E-6,27.07969,4.572438E-4,1.243305E7,-2.167829E9,4103.766,-30.19853,3.328907E-4,5942.904,3.579445,5.919726,1.502403,0.9457426,1.473474,1.212846,0.9685179,0.9620992,1.412781,1.609551,1.087237,1.087237,1.062686,1.087446,0.9613002,0.7692762,0.8083521,0.8019113,0.7878783,0.7878847,0.7854474,0.8125672,0.8043815,0.7967349,0.7900346,0.7278247,0.7220569,1.200892,0.6848998,0.6848995,1.339926,1.584331,1.548729,1.135286,0.9423248,0.9537167,0.8405867,0.7614119,0.9651915,0.9489674,0.798452,0.7912582,1.200875,0.764658,0.764658,0.7646579,0.7681162,0.9460121,0.9428308,0.5637835,0.5613755,0.6818041,0.6788387,3.52783E-12,3.52783E-12,3.855161E-31,1.005814E-10,1.005814E-10,6.231156E-31,1.502498E-7,1.526387E-7,2.388878E-9,1.256186E-6,1.256186E-6,1.049603E-18
7.470703,0.9999997,4.783576E-4,-0.01203111,-0.02101846,690.423,25.15086,-87.87761,-1.179859,0.01285751,1.013159E-5,1.176249E-6,0.1598567,1.065576E-5,0.04248091,1.341513E-4,2.391568E-5,5.886402E-16,2.110039E-12,1.672456E-8,1.45533E-9,5.160299E-5,0.07148751,0.009797859,0.003935159,4.49199E-8,5.052667E-4,1.985455E-9,3.73639E-5,1.035822E-4,2.994092E-14,1.353443E-5,6.075252E-10,1.208569E-4,9.615755E-7,3.626399E-4,9.610913E-10,1.137801E-5,6.069554E-9,1.430756E-11,3.992717E-10,5.071873E-9,1.826408E-8,1.404064E-6,3.711312E-7,6.871722E-9,1.674207E-9,3.951225E-7,7.726619E-9,7.62646E-8,2.098532E-10,0.698184,3.009511E-8,4.447914E-6,2.916818E-7,6.012331E-6,27.10105,4.783576E-4,1.23071E7,-2.21245E9,3930.843,-29.97967,3.231085E-4,5712.864,3.321513,5.482806,1.39334,0.8763302,1.36651,1.118459,0.8979313,0.8919777,1.310484,1.492711,1.007592,1.007592,0.9848345,1.00864,0.8913758,0.712236,0.7468691,0.7409111,0.7282546,0.7282608,0.7257772,0.7525254,0.7449422,0.7378587,0.7311467,0.6737645,0.6684156,1.112638,0.6330455,0.6330452,1.242901,1.469298,1.436296,1.048715,0.8741085,0.8843422,0.7784556,0.7049237,0.8947368,0.8802385,0.7374116,0.7307658,1.112623,0.7079318,0.7079318,0.7079318,0.7111364,0.8771663,0.8737652,0.5218102,0.5195782,0.6301806,0.6274361,2.2739E-12,2.2739E-12,1.017631E-32,6.199798E-11,6.199798E-11,2.31217E-32,8.692897E-8,8.810323E-8,1.174261E-9,9.832357E-7,9.832357E-7,1.799129E-19
7.47168,0.9999997,5.004939E-4,-0.0125732,-0.02103048,660.4032,25.12158,-84.03889,-1.179859,0.01252338,6.920939E-6,8.771418E-7,0.1623191,8.736484E-6,0.03942087,1.275226E-4,2.342066E-5,1.799174E-16,9.398414E-13,1.108279E-8,9.554896E-10,4.046939E-5,0.0732425,0.008929595,0.003507895,3.096602E-8,4.618598E-4,1.266774E-9,3.646988E-5,9.48473E-5,1.222925E-14,1.211515E-5,3.642827E-10,1.08333E-4,7.425272E-7,3.227309E-4,6.260408E-10,9.913006E-6,5.311152E-9,1.104345E-11,3.196284E-10,4.752168E-9,1.687846E-8,1.231174E-6,3.867835E-7,6.11771E-9,1.548541E-9,3.533439E-7,6.875368E-9,6.793691E-8,1.823909E-10,0.6987903,2.291847E-8,3.827916E-6,2.10524E-7,5.250798E-6,27.12227,5.004939E-4,1.218539E7,-2.253113E9,3753.488,-29.7153,3.135707E-4,5491.485,3.081484,5.076258,1.291854,0.8118084,1.266978,1.030905,0.83225,0.8267291,1.215282,1.383985,0.933483,0.933483,0.9123969,0.9352264,0.826309,0.659171,0.6897503,0.684241,0.6728479,0.6728537,0.6703391,0.6966716,0.6896492,0.6830896,0.6763853,0.6234837,0.6185254,1.030543,0.58486,0.5848597,1.152607,1.362257,1.331682,0.9683046,0.8106256,0.8197874,0.7206621,0.6523852,0.8291799,0.8162777,0.6807195,0.6745827,1.030529,0.6551719,0.6551719,0.6551719,0.6581405,0.8131268,0.8095078,0.4827737,0.4807055,0.5822097,0.5796709,1.471358E-12,1.471358E-12,2.244163E-34,3.729962E-11,3.729962E-11,7.285797E-34,4.986025E-8,5.041263E-8,5.523772E-10,7.617849E-7,7.617849E-7,2.814076E-20
7.472656,0.9999997,5.236319E-4,-0.01313927,-0.02104303,631.7114,25.09257,-80.37338,-1.179859,0.01218824,4.594161E-6,6.55207E-7,0.164644,7.086583E-6,0.03647891,1.19749E-4,2.28072E-5,5.068554E-17,3.962733E-13,7.151138E-9,6.095533E-10,3.158896E-5,0.07491297,0.008114931,0.003115599,2.122121E-8,4.199652E-4,8.010032E-10,3.476231E-5,8.615105E-5,4.818654E-15,1.080851E-5,2.141506E-10,9.671778E-5,5.675798E-7,2.857757E-4,4.057394E-10,8.616455E-6,4.634186E-9,8.529453E-12,2.539489E-10,4.449212E-9,1.555251E-8,1.073331E-6,3.967014E-7,5.426541E-9,1.423999E-9,3.147938E-7,6.097427E-9,6.029436E-8,1.588203E-10,0.6994056,1.708366E-8,3.274998E-6,1.466731E-7,4.568755E-6,27.14331,5.236319E-4,1.206857E7,-2.289936E9,3572.396,-29.40417,3.042982E-4,5279.132,2.858809,4.699173,1.197713,0.7520181,1.174651,0.9499586,0.7713254,0.7662058,1.126962,1.283125,0.8647436,0.8647436,0.8452094,0.8670551,0.7659523,0.6099636,0.6368593,0.6317659,0.6215273,0.6215326,0.6190013,0.6448796,0.6383773,0.6323036,0.6256249,0.5768683,0.5722729,0.9544178,0.5402298,0.5402295,1.068841,1.262965,1.234647,0.8938617,0.7517324,0.7599062,0.6670747,0.6036767,0.7683725,0.7569405,0.6282389,0.6225734,0.9544046,0.606258,0.606258,0.606258,0.6090077,0.753743,0.7499129,0.4465855,0.4446693,0.5377785,0.5354303,9.555153E-13,9.555153E-13,4.15005E-36,2.184733E-11,2.184733E-11,1.955748E-35,2.835889E-8,2.860711E-8,2.482223E-10,5.839919E-7,5.839919E-7,4.023009E-21
7.473633,0.9999997,5.477331E-4,-0.0137283,-0.02105615,604.3779,25.06385,-76.88471,-1.179859,0.01185236,2.956993E-6,4.902875E-7,0.1668324,5.692631E-6,0.03365861,1.111017E-4,2.208067E-5,1.311858E-17,1.580238E-13,4.498791E-9,3.783921E-10,2.454774E-5,0.07649891,0.007352897,0.002756748,1.445786E-8,3.798677E-4,5.035145E-10,3.241134E-5,7.765336E-5,1.835527E-15,9.609296E-6,1.235403E-10,8.599447E-5,4.292442E-7,2.518108E-4,2.613618E-10,7.469095E-6,4.029975E-9,6.608251E-12,2.00226E-10,4.161422E-9,1.428781E-8,9.306991E-7,4.004884E-7,4.7953E-9,1.302255E-9,2.793538E-7,5.388318E-9,5.330796E-8,1.383874E-10,0.7000273,1.250918E-8,2.785696E-6,9.847573E-8,3.959829E-6,27.16412,5.477331E-4,1.19572E7,-2.323068E9,3388.332,-29.04542,2.953117E-4,5076.131,2.652889,4.350552,1.110665,0.6967876,1.089281,0.8753736,0.7149947,0.7102463,1.045287,1.189862,0.8011914,0.8011914,0.7830933,0.8039604,0.7101447,0.5644838,0.588047,0.5833376,0.5741495,0.5741543,0.5716193,0.5970108,0.5909893,0.5853649,0.5787281,0.5337928,0.5295336,0.8840563,0.4990302,0.4990299,0.9913794,1.171154,1.14493,0.8251732,0.6972719,0.7045386,0.6175492,0.5586668,0.7121522,0.7020689,0.5798198,0.5745893,0.8840441,0.5610582,0.5610582,0.5610582,0.5636056,0.6988516,0.6948207,0.4131481,0.4113724,0.4967629,0.4945909,6.225211E-13,6.225211E-13,6.479879E-38,1.242469E-11,1.242469E-11,4.50236E-37,1.600067E-8,1.610714E-8,1.064679E-10,4.429432E-7,4.429432E-7,5.277049E-22
7.474609,0.9999997,5.727388E-4,-0.01433879,-0.02106985,578.4276,25.03549,-73.57579,-1.179859,0.01151603,1.841409E-6,3.676105E-7,0.1688858,4.536332E-6,0.03096326,1.018962E-4,2.124875E-5,3.115003E-18,5.965166E-14,2.767789E-9,2.293011E-10,1.900241E-5,0.07800052,0.006642381,0.00242978,9.798465E-9,3.417891E-4,3.159294E-10,2.96115E-5,6.948604E-5,6.781864E-16,8.512404E-6,7.009272E-11,7.614142E-5,3.212576E-7,2.208108E-4,1.673013E-10,6.454284E-6,3.491366E-9,5.149011E-12,1.566543E-10,3.887583E-9,1.308561E-8,8.030982E-7,3.981248E-7,4.221034E-9,1.184781E-9,2.469011E-7,4.743948E-9,4.694733E-8,1.205309E-10,0.7006528,9.025928E-9,2.355868E-6,6.360953E-8,3.418062E-6,27.18465,5.727388E-4,1.185169E7,-2.352689E9,3202.135,-28.6387,2.866314E-4,4882.76,2.463079,4.029317,1.030439,0.6459337,1.010601,0.8068863,0.6630825,0.6586762,0.9700034,1.103905,0.7426291,0.7426291,0.7258552,0.7457605,0.6587123,0.5225907,0.543152,0.5387963,0.5305599,0.5305641,0.5280369,0.5529153,0.5473369,0.5421264,0.535546,0.4941216,0.4901727,0.8192368,0.4611267,0.4611264,0.9199812,1.086538,1.062249,0.7620097,0.647075,0.6535121,0.57193,0.5172135,0.660344,0.6514926,0.5353005,0.53047,0.8192255,0.51943,0.51943,0.51943,0.5217909,0.6482772,0.6440589,0.3823561,0.38071,0.4590289,0.4570192,4.068404E-13,4.068404E-13,8.632129E-40,6.84306E-12,6.84306E-12,8.982597E-39,8.962943E-9,9.006533E-9,4.358988E-11,3.325384E-7,3.325384E-7,6.390484E-23
7.475586,0.9999997,5.985678E-4,-0.0149687,-0.02108417,553.8788,25.00752,-70.44871,-1.179859,0.0111796,1.107243E-6,2.763269E-7,0.170806,3.593915E-6,0.02839574,9.245738E-5,2.032178E-5,6.790177E-19,2.13753E-14,1.673192E-9,1.363136E-10,1.466589E-5,0.0794182,0.005982123,0.002133096,6.613657E-9,3.058994E-4,1.987723E-10,2.655508E-5,6.175071E-5,2.441075E-16,7.512793E-6,3.924381E-11,6.713239E-5,2.3816E-7,1.927026E-4,1.064797E-10,5.557734E-6,3.012332E-9,4.044664E-12,1.216214E-10,3.626782E-9,1.194685E-8,6.900162E-7,3.899461E-7,3.70075E-9,1.072758E-9,2.173086E-7,4.160481E-9,4.118093E-8,1.048341E-10,0.7012791,6.435411E-9,1.980964E-6,3.947171E-8,2.937881E-6,27.20484,5.985678E-4,1.175236E7,-2.379004E9,3014.708,-28.18422,2.782771E-4,4699.247,2.288695,3.734318,0.9567459,0.5992636,0.9383297,0.7442172,0.615402,0.61131,0.9008425,1.024946,0.6888464,0.6888464,0.6732895,0.6922588,0.6114703,0.4841334,0.5020026,0.4979715,0.4905937,0.4905972,0.4880879,0.5124334,0.5072619,0.5024314,0.4959199,0.45771,0.4540465,0.7597233,0.4263758,0.4263756,0.8543905,1.008813,0.9863053,0.7041272,0.6009614,0.6066432,0.5300511,0.4791654,0.6127613,0.6050304,0.4945087,0.4900449,0.7597128,0.4812212,0.4812212,0.4812212,0.4834109,0.6018345,0.597444,0.3540971,0.35257,0.4244336,0.4225729,2.668401E-13,2.668401E-13,9.952402E-42,3.642284E-12,3.642284E-12,1.575461E-40,4.991401E-9,5.008451E-9,1.704992E-11,2.473598E-7,2.473598E-7,7.204852E-24
7.476563,0.9999997,6.251154E-4,-0.01561538,-0.0210991,530.7428,24.97999,-67.50465,-1.179859,0.01084344,6.41925E-7,2.084138E-7,0.1725953,2.83762E-6,0.02595851,8.308628E-5,1.931264E-5,1.363099E-19,7.306226E-15,1.000108E-9,8.000847E-11,1.129772E-5,0.08075259,0.005370722,0.001865064,4.452727E-9,2.723234E-4,1.259597E-10,2.341353E-5,5.451956E-5,8.603684E-17,6.605431E-6,2.17738E-11,5.893668E-5,1.751285E-7,1.673766E-4,6.745867E-11,4.767169E-6,2.587647E-9,3.209316E-12,9.370101E-11,3.378345E-9,1.087213E-8,5.906592E-7,3.765823E-7,3.23142E-9,9.670417E-10,1.904446E-7,3.634246E-9,3.597629E-8,9.098603E-11,0.7019035,4.545244E-9,1.65623E-6,2.350311E-8,2.514047E-6,27.22465,6.251154E-4,1.165942E7,-2.402237E9,2827.016,-27.68293,2.702674E-4,4525.761,2.129021,3.464345,0.889282,0.556576,0.8721674,0.687074,0.5717568,0.5679526,0.8375203,0.9526594,0.639622,0.639622,0.6251794,0.6432466,0.5682242,0.4489524,0.4644183,0.460684,0.4540772,0.4540802,0.4515974,0.4753966,0.4705974,0.4661147,0.4596829,0.4244055,0.4210037,0.7052675,0.3946265,0.3946263,0.7943381,0.9376579,0.9167848,0.6512695,0.558742,0.5637388,0.4917379,0.4443631,0.569208,0.5624917,0.4572634,0.4531344,0.7052578,0.4462718,0.4462718,0.4462718,0.4483048,0.559329,0.5547831,0.3282523,0.3268342,0.3928267,0.3911022,1.758314E-13,1.758314E-13,1.011641E-43,1.871016E-12,1.871016E-12,2.473488E-42,2.768879E-9,2.775262E-9,6.382562E-12,1.825918E-7,1.825918E-7,7.642116E-25
7.477539,0.9999997,6.522521E-4,-0.01627562,-0.02111467,509.0235,24.95296,-64.7439,-1.179859,0.010508,3.586353E-7,1.578922E-7,0.1742565,2.238128E-6,0.0236535,7.40361E-5,1.823642E-5,2.535423E-20,2.398486E-15,5.953655E-10,4.671177E-11,8.697572E-6,0.0820046,0.004806639,0.001624021,2.995256E-9,2.411439E-4,8.06733E-11,2.032697E-5,4.783808E-5,2.986052E-17,5.785263E-6,1.202772E-11,5.151953E-5,1.279502E-7,1.446972E-4,4.260206E-11,4.07196E-6,2.212645E-9,2.575547E-12,7.164513E-11,3.141781E-9,9.861739E-9,5.040227E-7,3.588718E-7,2.809982E-9,8.681742E-10,1.661728E-7,3.161665E-9,3.130027E-8,7.875137E-11,0.7025229,3.18709E-9,1.376878E-6,1.342121E-8,2.14163E-6,27.24403,6.522521E-4,1.157296E7,-2.422628E9,2640.073,-27.13656,2.626195E-4,4362.413,1.983309,3.218134,0.8277315,0.5176628,0.811805,0.6351535,0.5319424,0.5284008,0.7797418,0.8867074,0.5947249,0.5947249,0.5812992,0.5985044,0.5287715,0.4168813,0.4302112,0.4267474,0.4208302,0.4208327,0.4183833,0.4416295,0.4371699,0.4330043,0.4266606,0.3940492,0.3908864,0.6556113,0.3657217,0.3657215,0.739544,0.8727404,0.8533611,0.6031701,0.5202197,0.5245982,0.4568083,0.4126403,0.5294799,0.523678,0.4233763,0.4195521,0.6556023,0.414415,0.414415,0.414415,0.4163051,0.5205594,0.5158752,0.3046982,0.3033795,0.3640516,0.3624514,1.165731E-13,1.165731E-13,9.274575E-46,9.274472E-13,9.274472E-13,3.552343E-44,1.533747E-9,1.53604E-9,2.293137E-12,1.340055E-7,1.340055E-7,7.720482E-26
7.478516,0.9999997,6.798248E-4,-0.01694563,-0.02113089,488.7169,24.92646,-62.1657,-1.179859,0.01017374,1.933009E-7,1.202861E-7,0.1757931,1.766998E-6,0.02148205,6.54978E-5,1.710976E-5,4.411275E-21,7.627516E-16,3.555885E-10,2.733226E-11,6.700389E-6,0.08317544,0.004288193,0.00140828,2.016151E-9,2.124033E-4,5.23215E-11,1.740048E-5,4.172894E-5,1.02647E-17,5.047195E-6,6.645051E-12,4.484251E-5,9.303961E-8,1.245096E-4,2.685748E-11,3.462768E-6,1.88305E-9,2.091581E-12,5.437473E-11,2.916737E-9,8.915622E-9,4.289722E-7,3.37768E-7,2.433351E-9,7.764274E-10,1.443522E-7,2.739216E-9,2.711923E-8,6.794653E-11,0.7031344,2.223012E-9,1.1382E-6,7.352134E-9,1.815969E-6,27.26293,6.798248E-4,1.149301E7,-2.440426E9,2454.933,-26.54772,2.553488E-4,4209.246,1.850794,2.99438,0.7717697,0.4823111,0.7569237,0.5881456,0.4957481,0.4924455,0.7272031,0.8267423,0.5539173,0.5539173,0.5414161,0.5578043,0.4929038,0.3877481,0.3991879,0.3959697,0.3906667,0.3906688,0.3882584,0.4109511,0.4068001,0.4029227,0.3966737,0.3664773,0.3635319,0.6104887,0.3394994,0.3394993,0.6897198,0.8137174,0.7956986,0.5595555,0.4851917,0.4890143,0.4250748,0.383826,0.4933664,0.4883853,0.3926539,0.3891061,0.6104803,0.3854788,0.3854788,0.3854788,0.387239,0.4853186,0.4805132,0.2833072,0.2820789,0.3379472,0.3364599,7.788301E-14,7.788301E-14,7.878071E-48,4.442875E-13,4.442875E-13,4.784463E-46,8.506713E-10,8.514654E-10,7.941097E-13,9.797631E-8,9.797631E-8,7.532338E-27
7.479492,0.9999997,7.076583E-4,-0.01762107,-0.02114777,469.8111,24.90053,-59.76831,-1.179859,0.009841188,1.008747E-7,9.224403E-8,0.1772089,1.398505E-6,0.01944483,5.759688E-5,1.595012E-5,7.27578E-22,2.373591E-16,2.144262E-10,1.613184E-11,5.172062E-6,0.0842666,0.003813573,0.001216138,1.359543E-9,1.861061E-4,3.436767E-11,1.470519E-5,3.619618E-5,3.515187E-18,4.386086E-6,3.686228E-12,3.886419E-5,6.744113E-8,1.06647E-4,1.692276E-11,2.931234E-6,1.594857E-9,1.718448E-12,4.096882E-11,2.702955E-9,8.03339E-9,3.643178E-7,3.142513E-7,2.098427E-9,6.918593E-10,1.248375E-7,2.363406E-9,2.339924E-8,5.842256E-11,0.7037353,1.545103E-9,9.356596E-7,3.869615E-9,1.532653E-6,27.28129,7.076583E-4,1.141948E7,-2.455884E9,2272.672,-25.91996,2.484683E-4,4066.239,1.730694,2.791752,0.721065,0.4503047,0.7071983,0.5457356,0.4629589,0.4598729,0.6795943,0.7724092,0.5169561,0.5169561,0.5052926,0.5209121,0.4604084,0.361377,0.3711515,0.3681557,0.3633974,0.3633991,0.3610319,0.3831766,0.379305,0.3756886,0.3695389,0.3415223,0.3387741,0.5696286,0.3157948,0.3157947,0.6445713,0.7602393,0.7434548,0.520147,0.4534511,0.4567762,0.3963458,0.3577453,0.4606527,0.4564049,0.3648991,0.3616011,0.5696207,0.3592877,0.3592877,0.3592877,0.3609302,0.4533957,0.4484858,0.2639491,0.2628026,0.3143493,0.3129641,5.250929E-14,5.250929E-14,6.393721E-50,2.06486E-13,2.06486E-13,6.212709E-48,4.737714E-10,4.740382E-10,2.667533E-13,7.149647E-8,7.149647E-8,7.204637E-28
